Year;Province;Pop;UnempRate;GDP;CPI;RailToBeijing;RailToTianjin;RailToHebei;RailToShanxi;RailToInnerMongolia;RailToLiaoning;RailToJilin;RailToHeilongjiang;RailToShanghai;RailToJiangsu;RailToZhejiang;RailToAnhui;RailToFujian;RailToJiangxi;RailToShandong;RailToHenan;RailToHubei;RailToHunan;RailToGuangdong;RailToGuangxi;RailToHainan;RailToChongqing;RailToSichuan;RailToGuizhou;RailToYunnan;RailToTibet;RailToShaanxi;RailToGansu;RailToQinghai;RailToNingxia;RailToXinjiang;Rail_Total
2001;Heilongjiang;38.11;4.7;3390.1;100.8;209;215;451;94;260;2810;1868;5729;75;147;59;42;36;23;428;101;33;39;66;31;0;22;83;17;23;0;46;21;7;15;15;12965
2001;Shanghai;13.27;4.0;5210.1;100.0;42;21;26;18;11;46;36;42;108;35;72;59;42;63;41;45;27;40;47;21;0;14;69;14;30;0;43;17;3;6;42;1080
2001;Jiangsu;73.59;3.6;9456.8;100.8;38;33;65;71;22;71;52;69;186;1445;292;358;86;77;118;541;72;53;133;33;0;33;133;29;44;0;63;113;40;10;56;4336
2001;Zhejiang;45.20;3.7;6898.3;99.8;17;10;19;14;13;40;19;40;152;37;827;45;69;257;39;26;30;116;66;31;0;33;59;23;36;0;19;17;6;5;40;2105
2001;Anhui;63.25;3.7;3246.7;100.5;17;12;26;26;9;30;14;17;258;1726;687;2906;167;174;116;79;22;42;122;12;0;7;31;7;8;0;25;11;4;1;8;6564
2001;Fujian;34.40;3.8;4072.9;98.7;18;8;27;14;8;23;11;21;51;82;308;43;1477;119;39;59;57;151;84;9;0;23;48;21;24;0;39;13;6;5;26;2814
2001;Jiangxi;41.86;3.3;2175.7;99.5;9;4;18;7;2;18;6;8;74;62;579;41;416;1306;30;18;97;204;333;109;0;12;36;28;11;0;6;6;1;1;5;3447
2001;Shandong;90.41;3.3;9195.0;101.8;238;87;690;476;81;230;175;229;213;1139;690;427;144;144;5375;567;137;101;142;49;0;37;105;24;33;0;86;53;23;19;43;11757
2001;Henan;95.55;2.8;5533.0;100.7;48;44;98;163;47;79;39;46;132;1082;251;424;195;329;567;2395;2372;604;604;233;0;73;208;56;44;0;208;88;49;22;37;10537
2001;Hubei;59.75;4.0;3880.5;100.3;33;23;130;79;11;36;16;27;17;58;72;63;109;160;177;297;1566;301;410;149;0;71;198;69;58;0;74;16;6;5;12;4243
2001;Hunan;65.96;4.0;3831.9;99.1;22;16;50;29;7;37;17;33;80;56;171;18;157;223;35;78;166;1671;1425;325;0;35;74;119;48;0;24;15;4;6;16;4957
2001;Guangdong;87.33;2.9;12039.3;99.3;82;15;73;35;14;87;32;83;30;43;86;26;18;141;50;93;191;822;1313;421;0;135;279;292;342;0;76;34;10;10;75;4908
2001;Guangxi;47.88;3.5;2279.3;100.6;13;8;42;11;4;20;7;10;37;57;84;24;34;48;36;72;66;192;346;929;0;83;211;305;237;0;13;12;1;2;4;2908
2001;Hainan;7.96;3.4;579.2;98.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;287;0;0;0;0;0;0;0;0;0;0;287
2001;Chongqing;30.98;3.9;1976.9;101.7;5;4;10;4;2;8;2;5;9;14;12;7;10;6;16;16;58;15;90;136;0;689;391;119;23;0;14;7;4;2;8;1686
2001;Sichuan;84.37;4.3;4293.5;102.1;33;48;68;39;14;59;16;25;54;136;83;32;32;28;106;129;306;99;242;257;0;288;2975;191;296;0;187;88;29;24;58;5942
2001;Guizhou;37.99;4.0;1133.3;101.8;8;14;49;14;4;15;4;7;24;51;37;12;25;52;54;30;31;170;488;1220;0;125;168;1160;93;0;5;4;1;2;7;3874
2001;Yunnan;42.87;3.3;2138.3;99.1;10;19;69;28;9;18;9;10;32;54;66;18;39;75;69;70;19;53;223;325;0;49;297;118;1373;0;63;58;4;8;20;3205
2001;Tibet;2.63;;139.2;100.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2001;Shaanxi;36.59;3.2;2010.6;101.0;14;25;74;68;7;13;6;18;46;397;65;62;27;71;138;253;360;109;77;48;0;36;298;19;48;0;1179;57;21;10;31;3577
2001;Gansu;25.75;2.8;1125.4;104.0;10;34;37;41;34;22;6;6;32;108;43;28;20;9;35;146;64;43;70;18;0;51;290;14;50;0;264;1582;208;59;101;3425
2001;Qinghai;5.23;3.5;300.1;102.6;2;18;12;23;13;11;1;2;9;59;7;8;7;3;25;35;10;13;21;12;0;7;39;2;4;0;35;172;175;4;8;737
2001;Ningxia;5.63;4.4;337.4;101.6;31;162;63;14;75;97;6;6;24;26;8;9;8;4;16;35;42;11;19;5;0;4;89;2;6;0;148;430;70;476;31;1917
2001;Xinjiang;18.76;3.7;1491.6;104.0;19;85;98;51;26;25;4;9;24;74;37;10;17;10;123;273;67;12;70;6;0;31;193;21;90;0;109;1049;57;20;1037;3647
2002;Beijing;14.23;1.4;4330.4;98.2;588;451;491;78;59;143;23;34;22;62;20;19;11;14;95;54;24;19;29;7;0;11;29;8;14;0;43;12;6;8;18;2384
2002;Tianjin;9.19;3.9;2150.8;99.6;341;443;632;127;207;57;54;58;24;44;14;18;10;19;42;45;17;13;18;8;0;15;33;7;11;0;44;36;13;23;74;2439.5
2002;Hebei;67.35;3.6;6018.3;99.0;1558;2498;4657;464;236;469;151;244;145;372;133;69;53;68;474;317;148;119;160;73;0;52;102;28;35;0;83;45;17;20;50;12833.5
2002;Shanxi;32.94;3.4;2324.8;98.4;1397;3669;13626;2551;227;1292;90;49;224;2216;491;464;130;245;4596;938;995;319;213;129;0;16;120;10;12;0;138;61;34;28;16;34289
2002;InnerMongolia;23.79;4.1;1940.9;100.2;361;1257;1150;172;3033;1086;706;1002;109;212;113;41;18;31;553;92;46;45;63;24;0;15;92;10;8;0;59;143;41;134;17;10628.5
2002;Liaoning;41.55;6.5;5458.2;98.9;194;287;614;159;458;8487;995;684;52;143;53;63;14;20;259;161;55;40;37;19;0;23;84;16;18;0;43;38;14;19;23;13063.5
2002;Jilin;26.49;3.6;2345.5;99.5;95;76;182;30;121;2053;2090;452;55;81;58;34;15;19;143;46;19;15;40;17;0;11;55;12;21;0;14;13;5;4;11;5779.5
2002;Heilongjiang;38.13;4.9;3637.2;99.3;215;202;443;96;268;3181;1893;5790;85;172;58;56;29;22;362;105;34;37;56;27;0;23;89;18;32;0;50;24;8;16;19;13403
2002;Shanghai;13.34;4.8;5741.0;100.5;34;22;28;22;13;37;31;34;135;38;94;61;38;70;38;45;26;45;41;24;0;18;86;16;32;0;53;15;5;6;43;1145
2002;Jiangsu;74.06;4.2;10606.9;99.2;32;33;77;184;23;66;55;66;155;1409;338;334;114;105;97;512;73;61;121;39;0;31;155;31;48;0;87;102;43;13;55;4451
2002;Zhejiang;45.36;4.2;8003.7;99.1;17;9;19;16;13;36;18;34;141;46;921;36;77;323;34;29;28;172;69;32;0;37;61;27;42;0;18;14;6;5;43;2316
2002;Anhui;63.69;4.0;3519.8;99.0;16;15;34;33;14;35;18;22;263;1809;773;3202;207;272;128;83;43;37;106;12;0;8;36;9;11;0;22;10;6;1;8;7225
2002;Fujian;34.66;4.2;4467.6;99.5;20;7;26;16;10;27;10;27;49;85;314;39;1576;139;35;54;56;163;116;12;0;29;51;26;28;0;43;17;7;5;30;3011
2002;Jiangxi;42.22;3.4;2450.5;100.1;9;4;17;9;3;17;6;8;80;64;581;43;469;1449;33;21;106;257;374;118;0;14;48;31;14;0;7;8;1;1;5;3788.5
2002;Shandong;90.82;3.6;10275.5;99.3;228;104;722;730;88;227;159;218;193;1264;831;445;131;164;5334;607;154;105;135;52;0;39;114;28;42;0;110;57;27;16;51;12369.5
2002;Henan;96.13;2.9;6035.5;100.1;57;42;119;178;46;63;31;39;128;1278;264;499;196;438;585;2393;2537;721;575;227;0;74;217;59;53;0;176;86;62;22;38;11194.5
2002;Hubei;59.88;4.3;4212.8;99.6;32;21;127;102;12;33;15;25;17;55;86;54;115;183;186;279;1559;284;454;150;0;72;198;82;64;0;97;18;8;6;14;4339
2002;Hunan;66.29;4.0;4151.5;99.5;21;14;45;44;7;30;15;31;84;58;197;20;182;314;33;67;159;1648;1420;343;0;40;78;126;51;0;23;16;5;6;16;5084.5
2002;Guangdong;88.42;3.1;13502.4;98.6;56;11;59;34;15;67;24;63;28;34;81;21;26;168;40;73;147;762;1344;523;0;153;304;334;358;0;71;29;10;7;69;4902
2002;Guangxi;48.22;3.7;2523.7;99.1;14;9;48;15;5;16;7;10;35;61;99;27;36;53;42;79;76;202;352;896;0;102;262;332;290;0;15;13;1;2;5;3097
2002;Hainan;8.03;3.1;642.7;99.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;314;0;0;0;0;0;0;0;0;0;0;314
2002;Chongqing;31.14;4.1;2232.9;99.6;5;4;12;6;2;11;3;6;12;18;13;7;11;6;17;20;40;18;85;164;0;709;402;123;26;0;14;7;4;3;8;1749
2002;Sichuan;84.75;4.5;4725.0;99.7;34;55;76;43;15;61;18;26;73;151;101;36;43;41;113;125;346;121;253;279;0;305;3152;212;330;0;190;89;31;25;55;6390.5
2002;Guizhou;38.37;4.1;1243.4;99.0;8;11;50;13;4;17;5;9;28;50;61;13;52;77;60;33;49;254;517;1466;0;157;175;1160;109;0;8;5;1;4;9;4397
2002;Yunnan;43.33;4.0;2312.8;99.8;11;19;72;38;12;20;9;12;38;59;82;20;34;93;82;74;28;75;262;384;0;56;344;121;919;0;69;60;8;12;23;3028.5
2002;Tibet;2.67;4.9;162.0;100.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2002;Shaanxi;36.74;3.3;2253.4;98.9;21;26;104;96;17;11;6;13;46;588;98;64;32;132;204;392;522;131;76;41;0;40;322;22;50;0;1147;54;22;10;33;4315
2002;Gansu;25.93;3.2;1232.0;100.0;14;42;45;43;34;20;7;6;37;136;66;29;25;15;38;140;67;44;68;19;0;47;278;18;45;0;275;1621;259;61;110;3602
2002;Qinghai;5.29;3.6;340.7;102.3;3;16;13;28;12;11;1;3;10;65;9;8;7;4;27;36;10;13;22;10;0;8;49;3;6;0;39;185;194;6;7;797.5
2002;Ningxia;5.72;4.4;377.2;99.4;29;143;106;13;89;107;6;6;26;27;9;9;12;4;29;31;33;8;18;5;0;5;87;3;6;0;143;417;86;481;23;1954
2002;Xinjiang;19.05;3.7;1612.7;99.4;22;93;102;59;29;26;5;9;38;85;38;11;17;12;126;262;76;31;64;7;0;42;200;18;79;0;135;1172;71;28;1184;4032.5
2003;Beijing;14.56;1.4;5023.8;100.2;516;384;479;79;58;160;27;36;23;65;19;15;11;14;103;52;23;16;26;8;0;12;32;7;14;0;41;11;6;7;20;2264
2003;Tianjin;9.26;3.8;2578.0;101.0;373;434;741;130;303;60;56;60;26;44;14;17;8;15;33;28;16;12;16;6;0;17;36;6;9;0;49;39;15;23;74;2660
2003;Hebei;67.69;3.9;6921.3;102.2;1598;2727;4396;480;180;430;127;204;163;395;142;70;48;76;491;327;152;135;146;75;0;53;110;29;35;0;85;52;18;25;62;12831
2003;Shanxi;33.14;3.0;2855.2;101.8;1360;3816;15068;2685;238;1337;97;40;236;2244;521;537;146;285;4917;958;1047;362;203;142;0;20;137;12;15;0;141;63;33;30;13;36703
2003;InnerMongolia;23.80;4.5;2388.4;102.2;360;1504;1083;181;3151;1223;823;1043;137;279;128;47;19;41;659;100;55;47;66;25;0;19;121;13;9;0;68;130;56;146;17;11550
2003;Liaoning;41.62;6.5;6002.5;101.7;184;280;601;170;351;8554;1057;653;54;142;47;63;12;21;288;189;65;46;32;18;0;24;95;18;21;0;44;47;15;21;25;13137
2003;Jilin;26.59;4.3;2662.1;101.2;93;83;175;33;109;2396;1934;460;58;95;50;39;10;18;155;52;22;17;36;16;0;12;58;18;25;0;14;19;6;5;13;6021
2003;Heilongjiang;38.15;4.2;4057.4;100.9;221;189;435;97;275;3551;1917;5851;95;197;56;69;22;21;296;108;34;35;45;22;0;23;94;19;40;0;54;27;8;17;23;13841
2003;Shanghai;13.42;4.9;6694.2;100.1;26;22;29;26;14;27;26;26;162;41;116;63;34;76;34;45;25;49;34;27;0;22;102;17;34;0;63;13;7;6;44;1210
2003;Jiangsu;74.58;4.1;12442.9;101.0;26;33;89;297;23;60;57;62;123;1372;383;310;142;132;76;482;73;68;109;45;0;28;177;32;52;0;111;90;46;15;53;4566
2003;Zhejiang;45.52;4.2;9705.0;101.9;16;8;19;18;13;32;16;28;130;55;1015;26;85;389;28;31;25;228;71;32;0;40;62;30;47;0;16;11;6;4;46;2527
2003;Anhui;64.10;4.1;3923.1;101.7;15;17;41;39;19;39;21;26;267;1891;858;3498;246;370;140;86;64;31;90;12;0;9;40;11;13;0;19;9;7;1;7;7886
2003;Fujian;34.88;4.1;4983.7;100.8;22;6;25;18;11;30;9;33;47;87;320;34;1675;158;30;49;55;175;148;14;0;34;54;30;32;0;46;20;8;5;33;3208
2003;Jiangxi;42.54;3.6;2807.4;100.8;8;3;16;10;3;16;5;7;85;65;583;44;521;1592;36;24;114;309;414;127;1;16;60;34;16;0;7;9;1;1;4;4131
2003;Shandong;91.25;3.6;12078.2;101.1;217;121;754;984;95;223;143;206;172;1389;972;463;117;183;5293;647;171;109;128;54;0;40;122;31;51;0;134;61;30;13;59;12982
2003;Henan;96.67;3.1;6867.7;101.6;66;39;140;193;44;47;22;32;124;1473;277;573;197;546;602;2390;2701;837;545;220;3;75;226;62;61;0;143;83;74;22;38;11855
2003;Hubei;60.02;4.3;4757.5;102.2;30;18;123;124;12;30;13;23;16;52;100;45;120;205;195;261;1551;266;498;150;3;72;197;94;70;0;120;20;9;6;15;4438
2003;Hunan;66.63;3.8;4660.0;102.4;19;12;39;59;7;23;12;28;87;59;222;21;207;404;31;56;151;1625;1414;360;3;45;81;132;54;0;21;17;6;5;15;5215
2003;Guangdong;89.63;2.9;15844.6;100.6;30;7;44;32;15;46;16;42;25;24;76;15;34;194;29;53;103;702;1374;624;2;170;328;376;373;0;66;23;9;4;62;4898
2003;Guangxi;48.57;3.6;2821.1;101.1;14;10;54;19;5;12;6;9;32;65;113;30;38;57;47;86;86;211;357;863;5;120;313;358;343;0;16;14;1;2;5;3291
2003;Hainan;8.11;3.4;714.0;100.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;341;1;1;1;0;0;0;0;0;0;0;346
2003;Chongqing;31.30;4.1;2555.7;100.6;5;4;14;8;2;13;4;6;15;21;13;7;12;5;17;23;22;20;80;192;0;729;412;127;28;0;13;6;4;3;7;1812
2003;Sichuan;85.29;4.4;5333.1;101.7;34;61;83;46;15;63;19;26;91;165;119;39;54;54;119;120;385;143;263;301;0;322;3328;232;363;0;193;90;33;26;52;6839
2003;Guizhou;38.70;4.0;1426.3;101.2;7;8;50;12;4;18;5;10;32;48;84;13;78;102;65;36;67;337;545;1712;1;189;181;1159;125;0;11;5;1;5;11;4921
2003;Yunnan;43.76;4.1;2556.0;101.2;12;18;74;47;15;21;8;13;44;63;98;22;29;110;95;77;36;97;301;442;0;63;390;123;464;0;75;62;11;16;26;2852
2003;Tibet;2.70;;185.1;100.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2003;Shaanxi;36.90;3.5;2587.7;101.7;28;27;134;123;27;9;5;8;45;779;131;65;37;193;269;530;683;153;74;34;0;44;346;25;52;0;1114;51;23;9;35;5053
2003;Gansu;26.03;3.4;1399.8;101.1;18;50;53;45;33;18;8;5;41;164;88;29;30;20;41;134;69;44;66;19;0;42;266;21;39;0;286;1660;310;62;118;3779
2003;Qinghai;5.34;3.8;390.2;102.0;4;14;13;32;11;10;1;3;10;70;11;8;7;4;29;36;10;13;22;8;0;9;58;3;8;0;42;197;212;8;5;858
2003;Ningxia;5.80;4.4;455.4;101.7;27;123;149;11;102;117;5;5;27;28;10;9;15;4;42;27;24;5;16;4;0;5;85;3;6;0;138;404;101;485;14;1991
2003;Xinjiang;19.34;3.5;1886.4;100.4;24;100;105;66;32;27;5;8;51;95;38;11;17;14;128;251;84;50;57;8;0;53;206;14;68;0;160;1295;85;36;1330;4418
2004;Beijing;14.93;1.3;6060.3;101.0;441;402;447;81;48;150;23;33;27;51;20;16;10;12;89;45;22;17;23;9;0;14;35;10;15;0;38;12;6;8;22;2120
2004;Tianjin;9.33;3.8;3111.0;102.3;503;451;911;139;315;66;53;59;22;41;12;16;6;10;34;35;18;12;12;6;0;20;39;7;12;0;47;43;12;26;83;3002.5
2004;Hebei;68.09;4.0;8477.6;104.3;1525;2673;4759;408;168;416;119;189;165;440;135;74;48;91;504;321;188;156;140;73;0;65;128;32;42;0;83;60;16;19;64;13094.5
2004;Shanxi;33.35;3.1;3571.4;104.1;1551;3860;17691;2978;278;1486;102;48;236;2736;524;552;148;366;6087;1095;1228;436;201;151;0;21;131;11;18;0;144;50;29;27;19;42199.5
2004;InnerMongolia;23.84;4.6;3041.1;102.9;379;1758;1637;186;3531;1784;1109;1454;145;286;111;50;26;54;622;134;76;65;81;32;0;25;153;13;13;0;90;147;47;151;19;14171.5
2004;Liaoning;41.73;6.5;6672.0;103.5;211;276;522;150;381;9276;1003;654;47;125;48;60;17;29;258;180;64;42;27;20;0;27;98;16;24;0;50;43;13;19;31;13704
2004;Jilin;26.62;4.2;3122.0;104.1;84;82;153;32;107;2451;1922;478;84;133;94;69;16;37;152;61;30;28;29;32;0;21;61;13;34;0;14;14;8;5;13;6248.5
2004;Heilongjiang;38.17;4.5;4750.6;103.8;205;165;466;111;315;3823;2001;6288;111;212;69;78;18;20;310;101;39;31;39;22;0;25;88;24;45;0;57;26;9;14;22;14729
2004;Shanghai;13.52;4.5;8072.8;102.2;28;27;29;24;17;26;25;27;144;41;147;54;39;79;35;46;28;49;35;31;0;19;103;20;37;0;60;15;7;6;51;1244
2004;Jiangsu;75.23;3.8;15003.6;104.1;28;29;92;363;34;67;59;73;118;1300;349;380;134;152;95;535;74;74;100;41;0;27;187;34;54;0;135;148;56;25;67;4823
2004;Zhejiang;45.77;4.1;11648.7;103.9;16;8;21;22;11;30;14;27;119;44;1174;28;108;348;32;32;24;244;80;32;0;40;66;34;52;0;14;11;6;4;50;2683
2004;Anhui;64.61;4.2;4759.3;104.5;17;21;58;47;26;53;25;34;260;1689;806;3877;274;388;164;120;77;36;106;23;1;14;46;17;17;0;26;22;11;3;9;8262
2004;Fujian;35.11;4.0;5763.4;104.0;20;7;25;22;12;26;9;30;46;93;273;38;1833;206;32;56;60;150;146;15;0;30;50;30;32;0;48;19;8;6;36;3350
2004;Jiangxi;42.84;3.6;3456.7;103.5;11;4;17;9;3;16;6;9;97;66;567;44;589;1815;42;28;104;326;411;126;1;23;69;44;24;0;8;8;2;1;5;4468
2004;Shandong;91.80;3.4;15021.8;103.6;197;132;907;1105;109;230;152;217;164;1278;912;505;114;193;5139;796;226;115;118;49;0;39;124;32;53;0;155;96;32;19;75;13273
2004;Henan;97.17;3.4;8553.8;105.4;55;36;111;169;46;68;27;40;133;1406;304;586;181;584;565;2551;2895;969;520;241;7;83;264;71;72;0;110;83;83;25;43;12322.5
2004;Hubei;60.16;4.2;5633.2;104.9;33;24;133;120;14;39;21;35;17;59;110;46;112;242;217;271;1531;314;509;167;6;63;221;113;79;0;121;21;10;8;18;4667.5
2004;Hunan;66.98;4.4;5641.9;105.1;19;13;40;70;8;22;12;26;86;63;237;23;198;408;39;57;141;1608;1399;359;2;55;84;133;67;0;26;20;6;5;16;5233
2004;Guangdong;91.11;2.7;18864.6;103.0;37;5;43;52;16;38;14;36;33;21;86;15;30;254;29;47;100;887;1304;772;2;188;369;400;484;0;85;26;9;6;73;5453.5
2004;Guangxi;48.89;4.1;3433.5;104.4;15;11;53;21;7;12;7;10;34;72;118;36;36;60;57;87;87;236;354;991;10;111;380;376;424;0;19;17;2;2;6;3642.5
2004;Hainan;8.18;3.4;819.7;104.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2004;Chongqing;31.44;4.1;3034.6;103.7;5;5;18;9;3;14;6;9;11;25;14;8;12;10;22;26;26;36;84;182;0;783;361;134;34;0;15;7;4;3;8;1865
2004;Sichuan;85.95;4.4;6379.6;104.9;40;67;97;54;20;67;21;30;101;170;129;45;62;64;138;131;403;161;296;298;0;283;3409;244;386;0;176;104;38;27;57;7112.5
2004;Guizhou;39.04;4.1;1677.8;104.0;6;9;55;18;7;21;6;16;31;60;88;17;75;113;86;40;70;396;560;1875;4;204;178;1079;170;0;14;6;2;6;16;5221.5
2004;Yunnan;44.15;4.3;3081.9;106.0;14;21;84;49;19;22;12;17;58;72;98;27;32;127;105;75;32;93;350;480;0;79;405;107;1191;0;82;73;10;17;34;3778.5
2004;Tibet;2.74;4.0;220.3;102.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2004;Shaanxi;37.05;3.8;3175.6;103.1;28;47;124;157;17;10;8;13;49;980;184;64;30;176;442;449;601;146;75;45;0;39;376;26;53;0;1259;58;18;8;42;5518
2004;Gansu;26.19;3.4;1688.5;102.3;25;66;55;49;37;22;10;8;61;191;112;42;34;24;45;139;85;39;78;21;0;45;283;20;42;0;339;1670;243;50;102;3931
2004;Qinghai;5.39;3.9;466.1;103.2;10;15;40;44;11;12;2;5;15;102;18;15;10;9;42;75;32;15;31;8;0;12;64;4;14;0;48;197;229;13;5;1091
2004;Ningxia;5.88;4.5;537.1;103.7;29;134;170;11;97;132;6;6;25;50;23;13;11;11;65;32;29;11;21;5;0;5;87;4;5;0;117;488;93;523;25;2219.5
2004;Xinjiang;19.63;3.5;2209.1;102.7;29;112;94;74;70;32;8;12;60;124;54;17;19;11;135;239;95;58;70;12;0;44;257;26;90;0;201;1407;93;52;1397;4886.5
2005;Beijing;15.38;2.1;6969.5;101.5;366;420;414;83;37;139;19;29;30;37;20;17;8;10;74;38;21;17;20;10;0;16;37;13;16;0;34;12;6;9;24;1976
2005;Tianjin;9.39;3.7;3905.6;101.5;632;468;1080;148;327;71;49;57;17;37;9;15;4;5;34;41;20;11;8;6;0;23;42;8;14;0;45;46;8;29;91;3345
2005;Hebei;68.51;3.9;10096.1;101.8;1452;2619;5122;336;155;402;110;173;166;484;127;78;48;105;517;315;224;176;133;70;1;77;145;35;49;0;80;68;14;12;66;13359
2005;Shanxi;33.55;3.0;4179.5;102.3;1741;3904;20314;3271;318;1635;107;55;236;3228;527;566;150;447;7257;1232;1408;509;199;160;2;22;125;10;21;0;146;36;25;23;24;47698
2005;InnerMongolia;23.86;4.3;3895.6;102.4;398;2012;2191;190;3910;2344;1394;1865;152;293;93;53;32;67;584;168;97;82;95;39;2;30;184;13;17;0;112;164;38;155;21;16795
2005;Liaoning;41.89;5.6;8009.0;101.4;237;272;443;130;410;9997;948;654;40;108;49;57;21;37;228;170;63;38;21;21;0;29;101;14;26;0;55;38;11;16;37;14271
2005;Jilin;26.69;4.2;3620.3;101.5;75;81;131;30;104;2506;1909;495;109;171;137;98;22;55;149;69;38;38;21;48;0;29;64;8;42;0;13;8;10;4;12;6476
2005;Heilongjiang;38.20;4.4;5511.5;101.2;189;140;497;125;355;4094;2085;6725;127;227;82;86;14;18;324;94;43;27;33;22;0;27;81;29;49;0;59;25;9;11;20;15617
2005;Shanghai;13.60;4.4;9247.7;101.0;29;32;28;22;19;25;24;28;126;41;178;45;44;82;36;47;30;49;35;35;1;16;103;22;40;0;57;16;6;6;57;1279
2005;Jiangsu;75.88;3.6;18598.7;102.1;29;25;94;429;45;74;60;84;112;1228;315;449;125;171;114;587;75;80;90;36;1;25;196;36;56;0;159;205;66;35;80;5081
2005;Zhejiang;46.02;3.7;13437.9;101.3;16;8;22;26;9;27;12;25;108;32;1332;30;130;306;35;32;23;260;88;32;1;39;69;38;56;0;11;10;5;4;54;2840
2005;Anhui;65.16;4.4;5375.1;101.4;19;25;75;55;33;66;29;41;252;1487;753;4256;302;406;188;154;90;40;122;34;2;18;51;22;21;0;33;35;14;5;10;8638
2005;Fujian;35.35;4.0;6568.9;102.2;17;7;25;26;13;22;8;26;44;99;225;42;1991;254;34;62;64;124;143;15;0;26;46;29;31;0;49;18;7;6;39;3492
2005;Jiangxi;43.11;3.5;4056.8;101.7;13;4;18;8;3;15;6;10;109;66;551;44;657;2038;47;31;94;342;408;125;1;29;77;54;31;0;9;6;2;1;6;4805
2005;Shandong;92.48;3.3;18366.9;101.7;176;142;1059;1226;123;236;160;228;156;1166;851;546;111;202;4984;944;281;120;108;44;2;37;125;32;55;0;175;130;33;24;90;13566
2005;Henan;97.68;3.5;10587.4;102.1;43;33;82;145;48;89;31;47;141;1339;330;598;165;622;527;2712;3089;1101;495;261;11;91;301;80;83;0;77;82;91;28;48;12790
2005;Hubei;60.31;4.3;6520.1;102.9;35;29;142;116;16;48;28;47;18;66;120;46;103;279;239;280;1511;361;519;184;9;53;244;132;88;0;122;22;11;9;20;4897
2005;Hunan;67.32;4.3;6511.3;102.3;18;14;40;81;9;21;11;24;84;66;251;24;188;411;46;58;130;1590;1383;358;0;64;87;134;79;0;30;23;6;4;17;5251
2005;Guangdong;91.94;2.6;22366.5;102.3;44;2;41;72;16;29;11;29;41;17;96;15;26;313;29;41;96;1072;1234;920;2;206;409;423;595;0;103;28;9;7;83;6009
2005;Guangxi;46.60;4.2;4075.8;102.4;15;12;51;23;9;11;8;11;36;79;122;42;34;62;66;87;87;260;350;1118;14;101;446;394;504;0;21;20;3;2;6;3994
2005;Hainan;8.28;3.6;905.0;101.5;;;;;;;;;;;;;;;;;;;;;0;;;;;0;;;0;0;;0
2005;Chongqing;31.69;4.1;3467.7;100.8;4;5;21;10;4;14;7;12;7;28;14;9;11;15;26;29;29;51;88;171;2;837;310;140;39;0;16;7;3;3;8;1920
2005;Sichuan;82.12;4.6;7385.1;101.7;45;73;111;62;25;71;22;34;111;175;138;50;70;74;156;142;420;178;329;294;5;244;3490;256;409;0;159;117;42;28;61;7391
2005;Guizhou;37.30;4.2;1979.1;101.0;5;9;59;23;9;24;7;21;29;71;92;21;72;123;107;44;73;455;575;2038;6;219;174;999;215;0;17;6;3;6;20;5522
2005;Yunnan;44.50;4.2;3472.9;101.4;15;23;94;50;22;23;15;21;71;81;98;31;34;144;115;73;28;88;399;518;4;94;419;90;1917;0;89;84;9;18;42;4709
2005;Tibet;2.77;4.3;251.2;101.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2005;Shaanxi;37.20;4.2;3772.7;101.2;27;66;114;190;7;11;10;17;53;1181;237;62;23;159;614;368;519;139;76;55;2;34;406;27;54;0;1403;65;12;6;48;5985
2005;Gansu;25.94;3.3;1934.0;101.7;31;81;57;52;40;26;12;11;80;217;135;54;38;28;48;143;101;34;89;23;0;48;300;18;45;0;392;1680;176;38;86;4083
2005;Qinghai;5.43;3.9;543.3;100.8;15;16;67;56;11;13;2;6;19;133;25;22;13;14;55;113;54;17;40;7;0;15;70;4;19;0;54;196;246;17;5;1324
2005;Ningxia;5.96;4.5;606.1;101.5;30;145;191;11;91;146;6;6;22;71;35;16;7;17;88;37;34;16;26;6;0;4;88;5;4;0;95;572;84;560;35;2448
2005;Xinjiang;20.10;3.9;2604.1;100.7;33;124;82;82;108;37;11;15;68;153;70;23;20;8;141;226;106;66;83;16;0;35;307;37;111;0;242;1519;100;68;1464;5355
