Year;Province;Pop;UnempRate;GDP;CPI;RailToBeijing;RailToTianjin;RailToHebei;RailToShanxi;RailToInnerMongolia;RailToLiaoning;RailToJilin;RailToHeilongjiang;RailToShanghai;RailToJiangsu;RailToZhejiang;RailToAnhui;RailToFujian;RailToJiangxi;RailToShandong;RailToHenan;RailToHubei;RailToHunan;RailToGuangdong;RailToGuangxi;RailToHainan;RailToChongqing;RailToSichuan;RailToGuizhou;RailToYunnan;RailToTibet;RailToShaanxi;RailToGansu;RailToQinghai;RailToNingxia;RailToXinjiang;Rail_Total
2010;Tibet;3.00;4.0;507.5;102.2;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;3;0;2;0;1;0;3;10;0;0;0;1;2;5;0;0;30
2010;Shaanxi;37.35;3.9;10021.5;104.0;42;22;310;150;22;16;9;16;52;674;148;170;12;350;948;477;1038;268;50;43;1;87;654;39;106;7;2731;257;38;53;46;8836
2010;Gansu;25.60;3.2;4119.5;104.1;18;61;159;83;69;32;16;15;108;252;166;70;28;44;222;309;249;81;169;25;1;75;331;32;49;23;636;2396;151;121;195;6186
2010;Qinghai;5.63;3.8;1350.4;105.4;18;21;124;97;179;15;10;10;43;176;55;35;14;25;119;131;143;60;41;13;1;43;112;4;19;101;74;193;1187;24;9;3096
2010;Ningxia;6.32;4.4;1643.4;104.1;24;113;1454;24;89;146;14;6;37;35;48;14;7;4;63;43;33;24;42;5;0;17;545;3;7;0;64;755;55;598;145;4414
2010;Xinjiang;21.85;3.2;5437.5;104.3;45;137;94;72;72;40;11;11;58;250;188;32;32;29;277;425;95;58;115;19;0;46;296;19;106;3;231;2034;101;121;1758;6775
2011;Beijing;20.19;1.4;16251.9;105.6;72;216;488;78;83;79;22;23;5;20;14;19;4;9;58;15;18;9;5;11;0;15;33;8;12;2;28;9;3;1;18;1377
2011;Tianjin;13.55;3.6;11191.0;104.9;68;3172;2120;468;668;30;37;50;2;12;4;7;2;4;37;91;20;15;1;8;0;33;95;13;39;3;51;106;23;66;101;7346
2011;Hebei;72.41;3.8;24515.8;105.7;1001;3605;7290;404;169;616;168;194;136;344;133;138;19;64;1821;443;256;185;106;74;1;132;271;59;75;8;152;38;4;36;105;18047
2011;Shanxi;35.93;3.5;11100.2;105.2;725;2627;34730;4262;290;1615;132;71;206;2848;323;873;108;425;9276;2772;2334;933;171;188;4;135;314;35;28;6;304;127;97;74;138;66171
2011;InnerMongolia;24.82;3.8;14246.1;105.6;281;1041;11506;125;10021;9517;3658;4516;103;121;144;61;16;80;417;240;103;135;36;32;1;32;156;20;14;4;93;239;29;127;66;42934
2011;Liaoning;43.83;3.7;22025.9;105.2;153;334;545;113;454;13115;1756;1238;17;52;35;36;5;26;170;204;65;57;11;15;0;24;85;12;28;1;58;36;15;15;40;18715
2011;Jilin;27.27;3.7;10568.8;105.2;49;61;122;28;186;2391;2290;1174;19;50;122;95;35;140;105;74;61;116;11;45;0;33;147;38;60;0;23;11;6;4;9;7505
2011;Heilongjiang;38.34;4.1;12582.0;105.8;83;36;365;58;306;4349;1731;8631;58;77;90;75;20;61;140;117;60;78;10;28;0;46;146;39;86;6;55;30;10;7;31;16829
2011;Shanghai;14.19;3.5;19195.7;105.2;16;28;17;9;17;11;17;13;59;16;44;19;26;40;24;46;23;49;19;38;0;23;130;29;37;2;37;12;5;5;75;886
2011;Jiangsu;78.99;3.2;49110.3;105.3;16;9;379;814;28;29;26;57;84;1206;139;750;66;311;147;1512;67;137;65;37;1;34;239;45;95;9;374;130;219;53;205;7283
2011;Zhejiang;47.81;3.1;32318.9;105.4;29;8;25;16;8;14;10;13;88;23;2313;36;96;915;18;27;23;44;26;26;1;43;81;44;52;4;13;16;8;1;76;4097
2011;Anhui;68.76;3.7;15300.6;105.6;9;11;124;22;17;33;18;20;175;2197;794;6225;217;955;330;110;429;322;128;91;1;21;72;37;40;5;38;32;9;3;21;12506
2011;Fujian;37.20;3.7;17560.2;105.3;6;1;13;9;8;7;3;6;36;22;166;26;1777;938;18;50;39;69;198;10;0;45;94;35;43;2;56;22;7;7;47;3760
2011;Jiangxi;44.88;3.0;11583.8;105.2;14;4;12;10;3;16;4;6;74;42;525;49;579;2745;35;33;154;665;256;136;3;53;84;174;48;1;13;9;1;2;14;5764
2011;Shandong;96.37;3.4;45361.9;105.0;30;57;2284;2915;216;218;166;271;77;695;496;592;84;290;7686;1782;309;203;34;61;3;83;243;63;82;7;464;141;66;68;255;19941
2011;Henan;104.89;3.4;26931.0;105.6;27;29;182;108;43;237;46;57;118;717;243;584;241;524;457;3950;2003;799;642;415;8;162;549;159;141;15;80;229;106;8;114;12993
2011;Hubei;61.79;4.1;19594.2;105.8;27;24;109;56;38;41;47;71;12;100;89;73;114;202;250;241;2124;538;438;285;11;92;427;133;114;8;106;70;17;21;84;5962
2011;Hunan;71.36;4.2;19669.6;105.5;16;7;25;23;5;15;4;9;45;53;167;26;83;405;79;72;150;2608;1013;555;9;131;166;202;73;1;26;21;5;9;23;6026
2011;Guangdong;105.05;2.5;53210.3;105.3;4;1;10;39;7;2;2;5;10;9;20;6;90;332;9;121;140;1352;1745;1193;9;218;661;739;687;1;118;59;18;10;83;7700
2011;Guangxi;43.83;3.5;11714.4;105.9;4;4;32;15;6;13;3;5;34;51;83;51;34;130;46;139;136;967;358;1792;31;209;616;842;1064;3;33;21;7;3;38;6770
2011;Hainan;8.77;1.7;2515.3;106.1;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;2;1;2;31;10;625;3;7;2;5;0;1;0;0;0;1;694
2011;Chongqing;33.30;3.5;10011.4;105.3;3;5;19;7;8;6;6;16;5;26;15;6;10;6;25;19;19;24;88;152;4;811;580;128;61;2;12;12;3;1;17;2096
2011;Sichuan;80.50;4.2;21026.7;105.3;35;56;97;23;28;37;15;24;72;87;90;40;41;59;170;140;276;137;262;292;11;684;4135;312;613;19;121;71;16;21;75;8059
2011;Guizhou;34.69;3.6;5701.8;105.1;3;12;55;19;20;26;39;56;17;72;48;32;45;136;153;54;131;474;550;2053;10;361;482;1789;401;0;24;88;14;22;33;7219
2011;Yunnan;46.31;4.1;8751.0;104.9;8;11;77;33;31;27;35;36;63;80;78;25;56;76;145;80;109;123;437;955;7;169;765;174;1311;0;80;81;49;37;52;5210
2011;Tibet;3.03;3.2;605.8;105.0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;1;3;0;3;0;1;0;2;11;0;1;0;12;7;3;0;0;48
2011;Shaanxi;37.43;3.6;12391.3;105.7;25;31;401;773;78;13;11;20;58;744;131;148;28;431;926;662;1508;395;69;69;1;113;845;44;94;10;2619;139;38;57;70;10551
2011;Gansu;25.64;3.1;5020.0;105.9;14;56;105;88;68;34;18;15;116;245;136;71;32;41;206;224;217;114;209;30;1;87;371;35;44;18;497;2742;131;229;253;6447
2011;Qinghai;5.68;3.8;1634.7;106.1;5;17;196;88;184;13;10;9;27;182;44;46;19;20;134;129;168;65;53;13;0;39;113;2;13;91;84;300;1517;21;32;3634
2011;Ningxia;6.39;4.4;2060.8;106.3;7;85;1036;39;90;156;10;8;29;64;84;22;13;7;123;61;111;29;36;9;0;194;564;5;11;2;85;844;67;778;190;4759
2011;Xinjiang;22.09;3.2;6574.5;105.9;55;108;114;61;68;69;15;15;74;328;227;36;34;29;287;296;107;61;115;26;1;53;317;32;97;4;238;1930;118;101;1785;6801
